Field1,Field2,Field3,Field4,Field5,Field6,Field7,Field8
300392,1264873,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264874,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264875,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264880,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264881,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264882,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264883,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264884,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264885,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264886,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264887,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264888,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264889,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264890,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264891,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264892,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264899,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264916,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264917,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2013,A
300392,1264918,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2013,A
300392,1264919,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264920,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264921,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1264925,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264926,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264927,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264928,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264929,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264930,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264931,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264932,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264933,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264935,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264936,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264937,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264938,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264939,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264940,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264941,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264942,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264943,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264944,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264949,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264950,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264951,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264952,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264953,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264954,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264975,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264976,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264977,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264978,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264982,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264983,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264984,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264985,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264986,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2016,A
300392,1264988,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264989,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264990,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264991,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264992,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264993,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264994,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264995,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264996,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264997,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264998,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1264999,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265000,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265001,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265002,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265007,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265011,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265012,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265013,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265014,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265015,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265016,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265017,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265018,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265019,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2017,A
300392,1265020,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2015,A
300392,1265022,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265023,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265024,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265025,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265026,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265027,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265028,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265029,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265030,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265031,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265032,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265033,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265034,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265035,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265036,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265037,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265038,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265039,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265040,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265041,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265042,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265043,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265044,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265045,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265046,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265047,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265048,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265049,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265050,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265051,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265052,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265054,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265055,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265056,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265057,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265058,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265059,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265060,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265061,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265062,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265072,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2018,A
300392,1265081,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265082,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265083,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265084,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265085,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265086,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265087,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265088,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265089,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265090,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265091,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265092,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265093,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265094,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265095,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265096,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265097,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265098,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265099,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265100,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265101,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265102,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265103,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265104,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265105,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265106,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265107,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265108,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265109,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265110,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265111,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265112,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265113,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265114,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265115,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265116,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265117,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265118,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265119,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265120,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265121,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265122,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265123,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265124,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265125,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265126,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265127,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265128,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265129,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265130,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265131,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265132,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265133,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265134,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265135,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265136,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265137,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265138,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265139,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265140,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265141,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265142,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265143,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265144,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265145,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265146,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265147,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265148,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265149,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265150,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265151,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265152,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265153,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265156,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265157,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265158,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265159,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265164,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265165,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265166,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265167,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265168,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265169,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265170,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265171,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265172,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265173,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265174,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265175,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265177,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265178,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265179,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265180,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265181,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265182,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265183,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265184,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265185,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265186,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265187,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265188,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265189,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265190,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265191,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265192,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265193,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265194,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265195,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265196,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265197,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265198,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265199,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265200,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265214,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265216,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265217,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265218,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265219,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265220,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265221,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265222,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265223,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265224,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265225,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265226,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265227,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265228,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265229,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265230,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265231,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265232,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265233,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265234,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265235,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265236,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265237,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265238,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265239,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265240,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265241,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265242,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265243,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265244,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265245,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265246,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265247,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265248,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265249,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265250,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265252,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265253,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265254,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265255,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265256,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265257,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265258,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265259,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2020,A
300392,1265260,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265261,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265262,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265263,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265264,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265265,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265266,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265267,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2019,A
300392,1265268,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265269,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265270,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265271,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265272,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265273,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265274,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265275,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265276,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265277,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265278,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265279,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265280,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265299,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265300,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265301,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265302,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265303,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265304,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265305,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265306,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265307,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265308,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265309,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265310,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265311,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265312,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265313,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265314,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265315,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265316,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265317,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265318,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265319,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265320,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265321,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265322,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265323,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265324,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265325,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2022,A
300392,1265326,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265327,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
300392,1265328,2025,TAG,4713,URBN DRNGE&FLD (S PLATTE),2021,A
